leave_id,employee_id,leave_type,leave_start_date,leave_end_date,leave_days,leave_status,ingestion_timestamp,source_file_name,source_system,pipeline_run_id
LEV000038,EMP0007,Annual,2026-04-18,2026-04-24,7,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000039,EMP0007,Annual,2026-02-19,2026-02-21,3,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000040,EMP0008,Annual,2024-09-06,2024-09-11,6,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000041,EMP0008,Sick,2024-03-19,2024-03-20,2,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000042,EMP0008,Sick,2025-03-25,2025-03-29,5,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000043,EMP0008,Sick,2025-09-24,2025-09-25,2,Pending,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000044,EMP0008,Annual,2025-12-30,2025-12-31,2,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000045,EMP0008,Sick,2026-06-29,2026-06-29,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000046,EMP0008,Sick,2026-05-06,2026-05-08,3,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000047,EMP0009,Unpaid,2024-01-02,2024-01-03,2,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000048,EMP0009,Unpaid,2024-01-29,2024-01-29,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000049,EMP0009,Annual,2024-01-24,2024-01-30,7,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000050,EMP0010,Annual,2026-04-20,2026-04-25,6,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000051,EMP0010,Annual,2026-05-22,2026-05-28,7,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000052,EMP0010,Maternity,2026-06-23,2026-06-30,8,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000053,EMP0010,Annual,2026-01-21,2026-01-24,4,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000054,EMP0010,Annual,2026-06-21,2026-06-25,5,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000055,EMP0011,Unpaid,2024-12-24,2024-12-28,5,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000056,EMP0011,Annual,2025-10-29,2025-11-07,10,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000057,EMP0011,Annual,2026-01-06,2026-01-07,2,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000058,EMP0011,Annual,2026-06-04,2026-06-11,8,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000059,EMP0012,Annual,2024-02-02,2024-02-06,5,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000060,EMP0012,Annual,2024-07-26,2024-08-03,9,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000061,EMP0012,Sick,2025-08-24,2025-08-28,5,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000062,EMP0012,Annual,2025-01-26,2025-01-26,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000063,EMP0012,Maternity,2025-07-24,2025-08-06,14,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000064,EMP0012,Paternity,2025-07-16,2025-07-30,15,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000065,EMP0012,Sick,2025-03-09,2025-03-09,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000066,EMP0012,Annual,2026-02-16,2026-02-25,10,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000067,EMP0013,Annual,2024-05-03,2024-05-07,5,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000068,EMP0013,Sick,2025-06-20,2025-06-23,4,Rejected,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000069,EMP0013,Sick,2025-02-26,2025-03-01,4,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000070,EMP0013,Annual,2025-01-09,2025-01-15,7,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000071,EMP0013,Annual,2025-03-12,2025-03-21,10,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000072,EMP0013,Annual,2026-06-06,2026-06-13,8,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000073,EMP0013,Annual,2026-02-13,2026-02-16,4,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000074,EMP0013,Annual,2026-01-05,2026-01-11,7,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000075,EMP0014,Annual,2024-01-03,2024-01-09,7,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000076,EMP0014,Sick,2024-03-15,2024-03-16,2,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000077,EMP0014,Annual,2025-11-15,2025-11-16,2,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000078,EMP0014,Maternity,2026-02-18,2026-05-13,85,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000079,EMP0014,Sick,2026-05-14,2026-05-16,3,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000080,EMP0015,Annual,2025-09-06,2025-09-06,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000081,EMP0015,Annual,2025-10-04,2025-10-05,2,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000082,EMP0016,Sick,2026-03-15,2026-03-16,2,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000083,EMP0017,Annual,2024-03-30,2024-03-31,2,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000084,EMP0017,Maternity,2024-09-21,2024-11-21,62,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000085,EMP0017,Sick,2025-08-20,2025-08-23,4,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000086,EMP0017,Unpaid,2026-02-17,2026-02-23,7,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000087,EMP0017,Annual,2026-05-31,2026-06-02,3,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000088,EMP0017,Unpaid,2026-06-02,2026-06-03,2,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000089,EMP0018,Paternity,2024-04-24,2024-04-25,2,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000090,EMP0018,Annual,2024-01-10,2024-01-11,2,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000091,EMP0018,Annual,2024-04-14,2024-04-20,7,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000092,EMP0018,Annual,2024-01-26,2024-02-04,10,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000093,EMP0018,Unpaid,2024-04-03,2024-04-05,3,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000094,EMP0019,Annual,2024-09-02,2024-09-11,10,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000095,EMP0019,Annual,2025-11-27,2025-12-03,7,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000096,EMP0019,Annual,2025-12-31,2025-12-31,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000097,EMP0019,Sick,2025-10-13,2025-10-13,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000098,EMP0019,Maternity,2026-01-27,2026-04-16,80,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000099,EMP0019,Sick,2026-03-14,2026-03-16,3,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000100,EMP0019,Annual,2026-04-20,2026-04-20,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000101,EMP0019,Annual,2026-06-21,2026-06-26,6,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000102,EMP0020,Annual,2024-02-23,2024-02-23,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000103,EMP0020,Sick,2026-04-19,2026-04-19,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000104,EMP0021,Annual,2024-01-25,2024-02-02,9,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000105,EMP0021,Annual,2025-06-20,2025-06-27,8,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000106,EMP0021,Annual,2026-02-17,2026-02-17,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000107,EMP0021,Annual,2026-03-16,2026-03-22,7,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000108,EMP0021,Annual,2026-03-27,2026-03-27,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000109,EMP0021,Annual,2026-04-04,2026-04-05,2,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000110,EMP0022,Sick,2024-04-28,2024-04-29,2,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000111,EMP0022,Annual,2024-04-19,2024-04-22,4,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000112,EMP0022,Annual,2024-08-31,2024-09-09,10,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000113,EMP0022,Paternity,2025-09-14,2025-11-11,59,Rejected,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000114,EMP0022,Annual,2025-01-03,2025-01-09,7,Pending,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000115,EMP0022,Annual,2025-12-13,2025-12-19,7,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000116,EMP0022,Annual,2026-03-04,2026-03-08,5,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000117,EMP0023,Sick,2024-10-06,2024-10-10,5,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000118,EMP0023,Annual,2024-12-10,2024-12-13,4,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000119,EMP0023,Unpaid,2025-12-27,2025-12-31,5,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000120,EMP0023,Annual,2025-09-03,2025-09-09,7,Pending,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000121,EMP0023,Annual,2025-09-15,2025-09-24,10,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000122,EMP0023,Sick,2025-09-04,2025-09-05,2,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000123,EMP0023,Annual,2026-01-21,2026-01-21,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000124,EMP0023,Annual,2026-06-18,2026-06-27,10,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000125,EMP0023,Sick,2026-04-18,2026-04-21,4,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000126,EMP0024,Annual,2025-12-10,2025-12-14,5,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000127,EMP0024,Annual,2026-01-12,2026-01-12,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000128,EMP0024,Annual,2026-06-27,2026-06-27,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000129,EMP0024,Maternity,2026-02-10,2026-03-06,25,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000130,EMP0025,Annual,2024-01-23,2024-01-26,4,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000131,EMP0025,Unpaid,2024-01-17,2024-01-23,7,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000132,EMP0026,Unpaid,2024-05-12,2024-05-13,2,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000133,EMP0026,Annual,2024-04-15,2024-04-20,6,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000134,EMP0026,Annual,2024-01-06,2024-01-07,2,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000135,EMP0026,Maternity,2024-07-27,2024-09-05,41,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000136,EMP0026,Annual,2025-02-14,2025-02-17,4,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000137,EMP0026,Sick,2025-01-22,2025-01-22,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000138,EMP0026,Annual,2025-12-07,2025-12-15,9,Rejected,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000139,EMP0026,Annual,2026-02-17,2026-02-20,4,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000140,EMP0026,Annual,2026-06-11,2026-06-19,9,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000141,EMP0027,Other,2024-03-09,2024-03-09,1,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000142,EMP0027,Annual,2024-12-25,2024-12-28,4,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000143,EMP0027,Sick,2025-11-28,2025-12-01,4,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000144,EMP0027,Annual,2025-11-09,2025-11-13,5,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000145,EMP0027,Paternity,2026-01-09,2026-03-24,75,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000146,EMP0028,Sick,2026-05-14,2026-05-18,5,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000147,EMP0029,Sick,2024-06-09,2024-06-13,5,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000148,EMP0029,Sick,2024-03-21,2024-03-23,3,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000149,EMP0029,Sick,2024-12-25,2024-12-29,5,Pending,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000150,EMP0029,Sick,2026-01-30,2026-02-02,4,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000151,EMP0029,Annual,2026-01-12,2026-01-15,4,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000152,EMP0029,Annual,2026-01-09,2026-01-11,3,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000153,EMP0029,Sick,2026-02-02,2026-02-02,1,Rejected,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000154,EMP0030,Annual,2024-01-04,2024-01-09,6,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000155,EMP0030,Annual,2026-01-05,2026-01-12,8,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000156,EMP0030,Annual,2026-06-16,2026-06-21,6,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000157,EMP0030,Sick,2026-01-03,2026-01-06,4,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000158,EMP0030,Sick,2026-02-07,2026-02-07,1,Pending,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000159,EMP0031,Annual,2025-07-30,2025-08-04,6,Approved,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
LEV000160,EMP0031,Unpaid,2025-10-10,2025-10-10,1,Rejected,2026-07-09 14:28:10 UTC,leave.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58
