payroll_id,employee_id,pay_period,annual_salary,monthly_salary,bonus_amount,pay_grade,salary_band,currency,ingestion_timestamp,source_file_name,source_system,pipeline_run_id,salary_band_sort_order
PAY000040,EMP0002,2024-10-01,100000,8333.33,0.0,G7,100K+,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,7
PAY000041,EMP0002,2024-11-01,100000,8333.33,0.0,G7,100K+,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,7
PAY000042,EMP0002,2024-12-01,100000,8333.33,0.0,G7,100K+,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,7
PAY000043,EMP0002,2025-01-01,100000,8333.33,0.0,G7,100K+,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,7
PAY000044,EMP0002,2025-02-01,100000,8333.33,1086.9,G7,100K+,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,7
PAY000045,EMP0002,2025-03-01,100000,8333.33,0.0,G7,100K+,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,7
PAY000046,EMP0002,2025-04-01,100000,8333.33,0.0,G7,100K+,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,7
PAY000047,EMP0002,2025-05-01,100000,8333.33,0.0,G7,100K+,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,7
PAY000048,EMP0002,2025-06-01,100000,8333.33,0.0,G7,100K+,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,7
PAY000049,EMP0002,2025-07-01,100000,8333.33,0.0,G7,100K+,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,7
PAY000050,EMP0002,2025-08-01,100000,8333.33,0.0,G7,100K+,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,7
PAY000051,EMP0002,2025-09-01,100000,8333.33,0.0,G7,100K+,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,7
PAY000052,EMP0002,2025-10-01,100000,8333.33,0.0,G7,100K+,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,7
PAY000053,EMP0002,2025-11-01,100000,8333.33,0.0,G7,100K+,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,7
PAY000054,EMP0002,2025-12-01,100000,8333.33,1038.82,G7,100K+,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,7
PAY000055,EMP0002,2026-01-01,100000,8333.33,0.0,G7,100K+,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,7
PAY000056,EMP0002,2026-02-01,100000,8333.33,0.0,G7,100K+,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,7
PAY000057,EMP0002,2026-03-01,100000,8333.33,2538.83,G7,100K+,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,7
PAY000058,EMP0002,2026-04-01,100000,8333.33,0.0,G7,100K+,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,7
PAY000059,EMP0002,2026-05-01,100000,8333.33,0.0,G7,100K+,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,7
PAY000060,EMP0002,2026-06-01,100000,8333.33,0.0,G7,100K+,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,7
PAY000061,EMP0003,2024-01-01,33500,2791.67,918.65,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000062,EMP0003,2024-02-01,33500,2791.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000063,EMP0003,2024-03-01,33500,2791.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000064,EMP0003,2024-04-01,33500,2791.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000065,EMP0003,2024-05-01,33500,2791.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000066,EMP0003,2024-06-01,33500,2791.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000067,EMP0003,2024-07-01,33500,2791.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000068,EMP0003,2024-08-01,33500,2791.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000069,EMP0003,2024-09-01,33500,2791.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000070,EMP0003,2024-10-01,33500,2791.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000071,EMP0003,2024-11-01,33500,2791.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000072,EMP0003,2024-12-01,33500,2791.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000073,EMP0003,2025-01-01,33500,2791.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000074,EMP0003,2025-02-01,33500,2791.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000075,EMP0003,2025-03-01,33500,2791.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000076,EMP0003,2025-04-01,33500,2791.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000077,EMP0003,2025-05-01,33500,2791.67,2381.74,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000078,EMP0003,2025-06-01,33500,2791.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000079,EMP0003,2025-07-01,33500,2791.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000080,EMP0003,2025-08-01,33500,2791.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000081,EMP0003,2025-09-01,33500,2791.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000082,EMP0003,2025-10-01,33500,2791.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000083,EMP0003,2025-11-01,33500,2791.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000084,EMP0003,2025-12-01,33500,2791.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000085,EMP0003,2026-01-01,33500,2791.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000086,EMP0003,2026-02-01,33500,2791.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000087,EMP0003,2026-03-01,33500,2791.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000088,EMP0003,2026-04-01,33500,2791.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000089,EMP0003,2026-05-01,33500,2791.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000090,EMP0003,2026-06-01,33500,2791.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000091,EMP0004,2024-01-01,35500,2958.33,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000092,EMP0004,2024-02-01,35500,2958.33,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000093,EMP0004,2024-03-01,35500,2958.33,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000094,EMP0004,2024-04-01,35500,2958.33,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000095,EMP0004,2024-05-01,35500,2958.33,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000096,EMP0004,2024-06-01,35500,2958.33,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000097,EMP0004,2024-07-01,35500,2958.33,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000098,EMP0004,2024-08-01,35500,2958.33,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000099,EMP0004,2024-09-01,35500,2958.33,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000100,EMP0004,2024-10-01,35500,2958.33,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000101,EMP0004,2024-11-01,35500,2958.33,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000102,EMP0004,2024-12-01,35500,2958.33,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000103,EMP0004,2025-01-01,35500,2958.33,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000104,EMP0004,2025-02-01,35500,2958.33,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000105,EMP0004,2025-03-01,35500,2958.33,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000106,EMP0004,2025-04-01,35500,2958.33,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000107,EMP0004,2025-05-01,35500,2958.33,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000108,EMP0004,2025-06-01,35500,2958.33,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000109,EMP0004,2025-07-01,35500,2958.33,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000110,EMP0004,2025-08-01,35500,2958.33,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000111,EMP0004,2025-09-01,35500,2958.33,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000112,EMP0004,2025-10-01,35500,2958.33,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000113,EMP0004,2025-11-01,35500,2958.33,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000114,EMP0004,2025-12-01,35500,2958.33,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000115,EMP0004,2026-01-01,35500,2958.33,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000116,EMP0004,2026-02-01,35500,2958.33,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000117,EMP0004,2026-03-01,35500,2958.33,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000118,EMP0004,2026-04-01,35500,2958.33,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000119,EMP0004,2026-05-01,35500,2958.33,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000120,EMP0004,2026-06-01,35500,2958.33,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000121,EMP0005,2024-01-01,38000,3166.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000122,EMP0005,2024-02-01,38000,3166.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000123,EMP0005,2024-03-01,38000,3166.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000124,EMP0005,2024-04-01,38000,3166.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000125,EMP0005,2024-05-01,38000,3166.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000126,EMP0005,2024-06-01,38000,3166.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000127,EMP0005,2024-07-01,38000,3166.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000128,EMP0005,2024-08-01,38000,3166.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000129,EMP0005,2024-09-01,38000,3166.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000130,EMP0005,2024-10-01,38000,3166.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000131,EMP0005,2024-11-01,38000,3166.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000132,EMP0005,2024-12-01,38000,3166.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000133,EMP0005,2025-01-01,38000,3166.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000134,EMP0005,2025-02-01,38000,3166.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000135,EMP0005,2025-03-01,38000,3166.67,1778.36,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000136,EMP0005,2025-04-01,38000,3166.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000137,EMP0005,2025-05-01,38000,3166.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000138,EMP0005,2025-06-01,38000,3166.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000139,EMP0005,2025-07-01,38000,3166.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000140,EMP0005,2025-08-01,38000,3166.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000141,EMP0005,2025-09-01,38000,3166.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000142,EMP0005,2025-10-01,38000,3166.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
PAY000143,EMP0005,2025-11-01,38000,3166.67,0.0,G4,30K-40K,GBP,2026-07-09 14:28:10 UTC,payroll.csv,Synthetic HR Source,RUN_20260709_152810_8b074d58,2
